Blog Title,Blog Image URL,Blog Date,Blog Likes
Travel agents: a re-emerging force in hospitality distribution,https://rategain.com/blog/how-can-hotels-generate-more-revenue-from-customer-loyalty-part-i/,"August 15, 2016",3 likes
5 Things About Hotel Revenue Management Your Boss Wants to Know – Part II,https://rategain.com/blog/top-5-things-about-hotel-revenue-management-your-boss-wants-to-know/,"July 28, 2016",2 likes
Pikachu Conjures his Pokemon Friends for Increasing Hotel Revenues,,"July 26, 2016",3 likes
The sensible economics of 'one to many',,"July 26, 2016",3 likes
5 Things About Hotel Revenue Management Your Boss Wants to Know - Part I,https://rategain.com/blog/5-things-about-hotel-revenue-management-your-boss-wants-to-know-part-i/,"July 22, 2016",3 likes
"Hotels, Improve your Online Distribution Strategy with Six Simple Tips",https://rategain.com/blog/hotels-improve-your-online-distribution-strategy-with-six-simple-tips/,"July 12, 2016",3 likes
How to Ensure the Demand Generated is Translated into Increased Revenues?,https://rategain.com/blog/how-to-ensure-the-demand-generated-is-translated-into-increased-revenues/,"July 11, 2016",3 likes
"Brexit: The Impact on Travel and Tourism Industry, Now and Later",https://rategain.com/blog/brexit-the-impact-on-travel-and-tourism-industry-now-and-later/,"June 27, 2016",3 likes
Create a new chapter in the relationship between Your Hotel & Guests with Chat Tools,https://rategain.com/blog/create-a-new-chapter-in-the-relationship-between-your-hotel-guests-with-chat-tools/,"June 21, 2016",3 likes
Effective Ways to Measure & Generate Demand – Part V,https://rategain.com/blog/create-a-new-chapter-in-the-relationship-between-your-hotel-guests-with-chat-tools/,"June 19, 2016",2 likes
Effective Ways to Measure & Generate Demand – Part IV,https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iv/,"June 17, 2016",2 likes
Effective Ways to Measure & Generate Demand - Part II,https://rategain.com/blog/effective-ways-to-measure-demand-part-ii/,"June 15, 2016",3 likes
Effective Ways to Measure & Generate Demand – Part III,https://rategain.com/blog/effective-ways-to-measure-generate-demand-part-iii/,"June 15, 2016",4 likes
Effective Ways to Measure and Generate Demand - Part I,https://rategain.com/blog/effective-ways-to-measure-and-generate-demand-part-i/,"May 17, 2016",4 likes
8 Top Tips to Choose the Right Hotel Channel Manager,https://rategain.com/blog/8-top-tips-to-choose-the-right-hotel-channel-manager/,"May 3, 2016",4 likes
Comparing and Contrasting Industry Problems with Revenue Optimisation,https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,"April 27, 2016",4 likes
"Making Cents of RevGain: An Interview With the Revenue Manager at St. George Lycabettus Hotel, Greece",https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,"April 20, 2016",5 likes
Tapping the potential of emerging markets,https://rategain.com/blog/comparing-and-contrasting-industry-problems-with-revenue-optimisation/,"April 19, 2016",4 likes
"Unity for Revenue Management: An Interview With the Revenue Analyst at The Manila Hotel, Philippines",https://rategain.com/blog/unity-for-revenue-management-an-interview-with-the-revenue-analyst-at-the-manila-hotel-philippines/,"April 14, 2016",5 likes
How to Choose the Right Rate Optimisation Tool for Your Hotel?,https://rategain.com/blog/how-to-choose-the-right-rate-optimisation-tool-for-your-hotel/,"April 6, 2016",5 likes
New partnerships underscore benefits of DHISCO’s ‘direct-to-many’ solutions,,"April 4, 2016",3 likes
Airbnb: An Alternate Lodging Threat to Hotels?,https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,"March 21, 2016",4 likes
21 Points to Consider while Buying a Rate Shopping Tool for Your Hotel,https://rategain.com/blog/airbnb-an-alternate-lodging-threat-to-hotels/,"March 9, 2016",4 likes
Did You Know? It’s critical to Push Rates along with Occupancy,https://rategain.com/blog/critical-to-push-rates-along-with-occupancy/,"February 19, 2016",4 likes
Hotel Demand Forecasting: Top 3 Ways Hoteliers Can Leverage this Strategic Management Tool,https://rategain.com/blog/hotel-demand-forecasting-top-3-ways-hoteliers-can-leverage-this-strategic-management-tool/,"February 12, 2016",4 likes
7 Quick Tips For Your Hotel Pre-Opening In 2017,https://rategain.com/blog/7-quick-tips-for-your-hotel-pre-opening-in-2017/,"February 12, 2016",4 likes
Zika virus outbreak:  Is tourism industry in Central and South America on risk?,https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,"February 8, 2016",4 likes
How to make 35% more revenue? Tap the power of Scientific Pricing,https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,"January 27, 2016",3 likes
Want to Maximize Your Hotel Revenue? Get Your Room Forecast Accurate ASAP,https://rategain.com/blog/zika-virus-outbreak-impact-on-tourism-in-central-and-south-america/,"January 8, 2016",3 likes
9 Undeniable Advantages of Hotel Room Forecasting,https://rategain.com/blog/9-undeniable-advantages-of-hotel-room-forecasting/,"January 3, 2016",4 likes
Golden Rules to Make the Most of Your Hotel’s Facebook Page,https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,"December 15, 2015",3 likes
DHISCO’s big data challenge,https://rategain.com/blog/make-the-most-of-your-hotels-facebook-page/,"December 10, 2015",2 likes
A Revenue Management mistake that you need to avoid today,https://rategain.com/blog/a-revenue-management-mistake-that-you-need-to-avoid-today/,"October 23, 2015",2 likes
The UK RevPAR Growth Story: Promises and Challenges,https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,"October 19, 2015",2 likes
August 2015: Parity Performance. Where Does Your City Stand? – Latin America,https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,"September 28, 2015",2 likes
Introducing BrandGain Restaurant Module,https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,"September 18, 2015",2 likes
"Q&A with new DHISCO CEO Toni Portmann, on taking Pegasus beyond the hotel switch",https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,"September 16, 2015",2 likes
Revenue optimisation love story: Grandhotel Zvon  achieves 34% growth in revenue with scientific pricing,https://rategain.com/blog/the-uk-revpar-growth-story-promises-and-challenges/,"September 16, 2015",2 likes
Scientific pricing is no longer the Lamborghini you can never have.,,"September 14, 2015",3 likes
"As other hotel distribution fees rise, DHISCO represents less than 1% of booking costs",,"August 5, 2015",2 likes
UNT Big Data Challenge,,"July 21, 2015",3 likes
How to improve your hotel's online reputation using a 100 year old mathematics principle,https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,"July 16, 2015",4 likes
Total Pricing,https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,"July 13, 2015",2 likes
Update from HEDNA Barcelona: Forecast is sunny,https://rategain.com/blog/how-to-improve-your-hotels-online-reputation-using-a-100-year-old-mathematical-principle/,"June 12, 2015",2 likes
RevPar Growth in Europe: The top three cities,https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,"June 4, 2015",2 likes
The news for the hotel industry just keeps getting better,https://rategain.com/blog/revpar-growth-in-europe-the-top-three-cities/,"May 19, 2015",2 likes
Three important elements your Revenue Management system is missing,https://rategain.com/blog/three-important-elements-your-revenue-management-system-is-missing/,"April 29, 2015",3 likes
5 ways to Maximize Hotel Revenues in the Era of Mobile Bookings,,"April 21, 2015",4 likes
Will airbnb disrupt the hotel business or just play on the sidelines?,,"April 14, 2015",4 likes
3 Questions RateGain will Answer for you at WTM Latin America,,"March 23, 2015",4 likes
5 Key Highlights of Super Successful RateGain’s Hotel Revenue Summit 2015 Jakarta,,"March 19, 2015",3 likes
Reviews and Ratings: A simple way to use them to support your transient pricing strategy,,"March 10, 2015",3 likes
ITB Berlin: 5 Steps to Making Your Visit a Success,,"February 25, 2015",3 likes
Accor Hotels Partners with RateGain for its Rate Shopping Solution Integration,,"February 23, 2015",2 likes
RateGain Bags Top Honour at The 2nd Inc. India Innovative100 Conference and Awards Gala,,"February 19, 2015",2 likes
3 Reasons to visit RateGain at ITB Berlin,,"February 12, 2015",1 like
